"serialNumberInserv","system_companyName","system_model","updated","system_installDate","capacity_total_sizeTiB","capacity_total_freePct","capacity_byType_fc_sizeTiB","capacity_byType_nl_sizeTiB","capacity_byType_ssd_sizeTiB","capacity_total_dedupeRatio","virtualCapacity_byType_tdvv_vvCount","virtualCapacity_byType_tdvv_sizeTiB"
"755","Forge","8450","2016-09-21 19:04:25","2015-11-07","62.82421875","3.541006088256836","","","62.82421875","1.2000000476837158","19","35.675390625"
"1769","Master Mold","7400c","2016-09-21 17:17:18","2015-09-28","252.140625","22.713329315185547","","84.609375","167.53125","1.600000023841858","203","235.10625"
"2037","Aginar","8440","2016-09-21 17:03:07","2016-05-17","111.71875","40.87587356567383","","","111.71875","","",""
"875","Beautiful Dreamer","7450c","2016-09-21 19:09:26","2015-11-02","53.25","0.19806337356567383","","","53.25","","",""
"1224","Leo","8450","2016-09-21 19:34:35","2016-02-11","279.296875","45.38881301879883","","","279.296875","1.399999976158142","24","240.080859375"
"1186","Briquette","7450c","2016-09-21 21:32:56","2015-06-25","97.7265625","26.215124130249023","","","97.7265625","1.2999999523162842","2","0.41015625"
"3984","Nekra","8400","2016-09-21 19:01:03","2016-07-28","167.578125","88.48484802246094","","","167.578125","4.099999904632568","12","43.758984375"
"2162","Temugin","8200","2016-09-21 22:06:30","2015-12-20","129.0703125","45.69184875488281","87.1875","","41.8828125","1.2000000476837158","2","1.171875"
"627","Mimir","8200","2016-09-21 22:23:49","2016-03-29","168.375","42.1457405090332","","84.609375","83.765625","1.2000000476837158","28","41.216015625"
"1666","Man-Killer","8440","2016-09-21 18:41:38","2016-04-28","167.578125","88.60723114013672","","","167.578125","5.900000095367432","16","76.8"
"4423","James Howlett","8200","2016-09-21 18:49:02","2016-05-12","69.82421875","55.6727294921875","","","69.82421875","","",""
"3620","Goblin Queen","7400","2016-09-21 23:02:29","2014-12-10","155.1875","37.17781066894531","148.21875","","6.96875","1.0","1","1.2"
"4111","Hardshell","7440c","2016-09-21 16:09:36","2015-04-27","294.4453125","91.52537536621094","","126.9140625","167.53125","","",""
"463","Robert Hunter","7200c","2016-09-21 21:06:42","2015-07-27","62.82421875","75.06062316894531","","","62.82421875","1.2999999523162842","36","9.329296874999999"
"669","Erik Josten","7440c","2016-09-21 16:34:15","2015-11-02","670.3125","61.980186462402344","","","670.3125","1.399999976158142","48","808.05234375"
"1134","Reaper","7400","2016-09-21 17:33:25","2015-01-27","125.6484375","57.53901672363281","","","125.6484375","1.600000023841858","19","47.33876953125"
"4021","Desmond Pitt","7200","2016-09-21 20:30:45","2014-11-27","13.9375","20.263452529907227","","","13.9375","1.7000000476837158","20","10.359375"
"110","Colleen Wing","7200","2016-09-21 18:31:51","2015-01-16","126.515625","15.572126388549805","","84.6328125","41.8828125","1.2000000476837158","6","49.199999999999996"
"2737","Poltergeist","8450","2016-09-21 20:28:20","2016-06-21","335.15625","82.16433715820312","","","335.15625","1.7000000476837158","13","235.2"
"2897","Scorpion","7200","2016-09-21 16:33:36","2014-11-21","134.9375","20.431913375854492","127.96875","","6.96875","1.399999976158142","3","2.8125"
"2759","Blood Brothers","8200","2016-09-21 23:04:52","2016-06-16","55.859375","65.35664367675781","","","55.859375","1.2999999523162842","9","28.811718749999997"
"4173","Timeslip","7200c","2016-09-21 16:41:33","2015-06-03","27.921875","6.680190563201904","","","27.921875","","",""
"2895","Necromantra","8200","2016-09-21 19:24:09","2016-04-07","41.8828125","76.21246337890625","","","41.8828125","","",""
"3800","Negasonic Teenage Warhead","7200","2016-09-21 19:12:05","2014-07-23","60.390625","66.5523910522461","25.5","","34.890625","8.399999618530273","9","34.1859375"
"1595","Perun","8200","2016-09-21 22:36:40","2016-04-11","13.3125","38.864437103271484","","","13.3125","2.799999952316284","10","13.999218749999999"
"3195","Anomaloco","8200","2016-09-21 19:51:37","2016-08-09","11.59375","48.46697998046875","","","11.59375","","",""
"1817","Immortus","8200","2016-09-21 22:24:20","2015-10-10","135.984375","44.224693298339844","104.625","","31.359375","2.0999999046325684","11","18.0"
"584","Doug and Jerry","7200c","2016-09-21 19:41:13","2015-12-18","83.765625","58.46623611450195","","","83.765625","1.399999976158142","24","122.39999999999999"
"2605","Human Torch II","8200","2016-09-21 22:23:41","2016-08-04","27.921875","63.94095993041992","","","27.921875","1.899999976158142","2","8.4"
"850","Polaris","8200","2016-09-21 23:45:47","2016-06-08","167.578125","64.29254150390625","","","167.578125","1.600000023841858","65","63.762890625"
"674","Lyja","7440c","2016-09-21 20:41:41","2014-11-19","195.484375","20.298137664794922","","","195.484375","1.399999976158142","60","117.49716796874999"
"1200","Warbird","20850","2016-09-21 16:10:14","2015-12-02","1508.203125","21.016447067260742","","","1508.203125","","",""
"3453","Toad-In-Waiting","7200","2016-09-21 18:26:32","2015-03-12","8.7109375","52.06277847290039","","","8.7109375","4.5","2","4.8"
"3482","Kleinstocks","7450","2016-09-21 23:43:09","2016-02-19","55.84375","75.07694244384766","","","55.84375","1.899999976158142","10","97.76015625"
"3002","Lemuel Dorcas","7400","2016-09-21 19:27:09","2014-10-18","1046.421875","76.78118133544922","409.5","437.234375","199.6875","1.600000023841858","2","36.0"
"2010","Lady Jacqueline Falsworth Crichton","7200c","2016-09-21 23:01:21","2015-04-20","27.921875","14.178791999816895","","","27.921875","1.2000000476837158","2","12.0"
"2296","Aldebron","8200","2016-09-21 17:22:18","2016-01-13","10.453125","60.893123626708984","","","10.453125","","",""
"1145","Melissa Gold","8450","2016-09-21 22:38:33","2016-03-11","27.921875","70.30638122558594","","","27.921875","","",""
"4218","Sean Cassidy","8200","2016-09-21 16:49:28","2016-06-30","7.24609375","67.52021026611328","","","7.24609375","","",""
"690","Ecstasy","7400c","2016-09-21 18:44:59","2015-10-19","384.578125","27.467700958251953","244.125","84.609375","55.84375","1.100000023841858","3","21.54375"
"2173","High Evolutionary","8440","2016-09-21 20:42:11","2016-01-13","335.15625","41.07750701904297","","","335.15625","","",""
"3815","Her","8200","2016-09-21 22:19:34","2016-05-28","71.515625","72.30172729492188","43.59375","","27.921875","1.5","5","6.0"
"4043","Zombie","7450","2016-09-21 21:04:42","2014-11-04","335.0625","43.20206069946289","","","335.0625","","",""
"3791","Noh-Varr","8400","2016-09-21 23:29:30","2015-11-04","27.921875","4.3858418464660645","","","27.921875","","",""
"4096","Al MacKenzie","20450","2016-09-21 21:09:14","2016-06-17","977.5390625","62.83516311645508","","","977.5390625","","",""
"3444","Lila Cheney","8200","2016-09-21 22:40:49","2016-06-22","7.24609375","6.226415157318115","","","7.24609375","","",""
"209","Pipeline","8200","2016-09-21 18:06:20","2016-02-22","109.4453125","52.350276947021484","21.328125","84.6328125","3.484375","1.0","1","0.5859375"
"4247","Kismet Deadly","8200","2016-09-21 17:14:00","2016-04-01","15.6796875","70.11709594726562","","","15.6796875","","",""
"3952","Torgo of Mekka","7450","2016-09-21 18:49:28","2015-08-04","251.296875","67.68170928955078","","","251.296875","1.600000023841858","3","18.0"
"2441","Dragon Man","8200","2016-09-21 21:13:08","2015-10-26","20.90625","10.192451477050781","","","20.90625","","",""
"3510","Zombie","7450","2016-09-21 23:53:22","2014-10-24","335.0625","20.39964485168457","","","335.0625","","",""
"506","Echo","7400","2016-09-21 15:40:14","2014-07-29","321.9140625","51.24013900756836","57.5859375","253.875","10.453125","","",""
"1155","Jennifer Walters","7200c","2016-09-21 17:06:26","2015-04-28","31.359375","22.65819549560547","","","31.359375","1.2000000476837158","4","14.704687499999999"
"4187","Steven Lang","8450","2016-09-21 21:18:21","2016-08-01","167.578125","88.7855453491211","","","167.578125","","2","2.4"
"3382","Abominable Snowman","8200","2016-09-21 23:12:56","2016-05-09","55.859375","30.4510498046875","","","55.859375","1.2999999523162842","2","33.6"
"458","M","7450c","2016-09-21 19:09:14","2015-02-19","48.86328125","29.67463493347168","","","48.86328125","3.5","14","63.599999999999994"
"129","Starstreak","7450c","2016-09-21 19:22:59","2015-09-10","335.0625","55.873435974121094","","","335.0625","","",""
"4384","Annihilus","7450","2016-09-21 20:23:58","2014-01-16","17.390625","50.40431213378906","","","17.390625","","",""
"1136","Scorcher","8200","2016-09-21 20:04:13","2016-03-24","166.9375","53.63276672363281","26.171875","112.84375","27.921875","1.2999999523162842","1","4.8"
"1061","Knickknack","20850","2016-09-21 17:32:55","2016-05-11","446.875","56.2875862121582","","","446.875","2.299999952316284","316","132.72890625"
"2144","Silver Samurai","8400","2016-09-21 22:04:29","2016-03-04","83.7890625","67.7272720336914","","","83.7890625","1.2000000476837158","12","19.267968749999998"
"414","Louise Mason","7200","2016-09-21 20:42:25","2015-08-12","49.625","58.08013153076172","42.65625","","6.96875","1.399999976158142","5","1.198828125"
"1945","Anthropomorpho","8400","2016-09-21 19:21:54","2016-06-21","167.578125","89.37296295166016","","","167.578125","","",""
"3999","Silvermane","7450","2016-09-21 21:29:12","2014-12-09","41.8828125","70.65845489501953","","","41.8828125","","",""
"3712","Psycho-Man","8440","2016-09-21 16:08:54","2015-11-10","181.54296875","49.236148834228516","","","181.54296875","","",""
"4023","War Eagle","8400","2016-09-21 22:09:44","2016-01-28","418.9453125","2.1696970462799072","","","418.9453125","","",""
"3505","Niles Van Roekel","7450c","2016-09-21 22:00:51","2015-06-08","139.609375","32.9826545715332","","","139.609375","","",""
"457","Batragon","7400","2016-09-21 17:59:09","2013-11-11","1709.59375","41.805320739746094","335.03125","1360.625","13.9375","","",""
"1608","Destroyer","7450","2016-09-21 16:55:56","2015-10-14","167.53125","43.80828857421875","","","167.53125","1.5","29","273.59999999999997"
"4312","Smuggler","7450","2016-09-21 23:46:36","2014-12-11","335.0625","89.6218032836914","","","335.0625","","",""
"6","Black Cat","8200","2016-09-21 17:53:18","2015-09-24","402.828125","63.81443786621094","139.5","256.359375","6.96875","1.600000023841858","1","0.7171875"
"3154","Anti-Vision","8200","2016-09-21 22:16:51","2016-06-01","814.451171875","90.96089172363281","","769.078125","45.373046875","1.399999976158142","16","10.25859375"
"3076","Venus","7200c","2016-09-21 23:26:13","2015-06-24","48.86328125","17.231592178344727","","","48.86328125","1.2999999523162842","10","25.8"
"213","Jaren","7200","2016-09-21 17:15:45","2015-03-13","10.453125","10.612854957580566","","","10.453125","","",""
"2700","Armand Martel","8400","2016-09-21 19:36:01","2016-05-05","108.203125","38.925994873046875","52.34375","","55.859375","1.2000000476837158","4","15.721874999999999"
"2129","Tempo","8400","2016-09-21 18:40:19","2016-02-11","230.21875","13.957513809204102","174.375","","55.84375","2.299999952316284","8","44.407031249999996"
"3057","Rama-Tut","8440","2016-09-21 22:43:19","2016-02-22","55.859375","72.51049041748047","","","55.859375","","",""
"2900","Garokk the Petrified Man","7200","2016-09-21 22:10:42","2014-12-15","20.90625","33.071746826171875","","","20.90625","1.600000023841858","2","10.742578125"
"2341","Human Torch","8200","2016-09-21 23:00:44","2016-02-12","55.859375","54.19231033325195","","","55.859375","1.600000023841858","6","14.399999999999999"
"2706","Hurricane","8200","2016-09-21 17:35:50","2016-02-15","160.46875","47.43305587768555","104.625","","55.84375","1.100000023841858","3","7.199999999999999"
"3736","Annihilus","7450","2016-09-21 18:56:03","2014-11-05","335.0625","88.67282104492188","","","335.0625","1.100000023841858","8","2.2037109375"
"2860","Scott Summers","8200","2016-09-21 20:28:18","2016-05-11","13.9375","4.2460761070251465","","","13.9375","1.0","3","6.0"
"1433","Dakota North","8200","2016-09-21 17:30:04","2016-06-13","147.40625","70.88324737548828","34.875","84.609375","27.921875","3.0999999046325684","1","4.2"
"3218","Karnak","8400","2016-09-21 20:42:42","2016-01-27","251.3671875","44.98057556152344","","","251.3671875","","",""
"3362","Timeshadow","7400c","2016-09-21 21:24:19","2015-09-15","83.765625","57.447303771972656","","","83.765625","1.2999999523162842","8","28.799999999999997"
"2434","Dreaming Celestial","8400","2016-09-21 20:38:49","2016-02-11","232.0078125","60.40087890625","148.21875","","83.7890625","2.200000047683716","1","0.8203125"
"4069","Erik Josten","7200c","2016-09-21 18:58:09","2015-08-27","6.96875","44.983184814453125","","","6.96875","","3","0.123046875"
"2800","Famine","8450","2016-09-21 20:13:32","2016-06-27","335.15625","88.1655044555664","","","335.15625","1.100000023841858","2","6.0"
"3476","Nomad","8400","2016-09-21 17:13:29","2016-07-21","111.71875","74.76922607421875","","","111.71875","2.0","44","19.7859375"
"4277","Melissa Gold","7450","2016-09-21 23:46:24","2015-09-04","27.921875","0.7694460153579712","","","27.921875","","",""
"4239","Jonathan Richards","8440","2016-09-21 19:03:04","2016-06-08","55.859375","86.44755554199219","","","55.859375","","",""
"96","Human Fly","V800","2016-08-31 04:09:10","2011-10-31","2930.0","16.4113826751709","1126.125","1692.1875","111.6875","1.5","1","0.5859375"
"920","Doctor Doom","7450","2016-09-21 16:55:51","2015-01-07","558.4375","57.004756927490234","","","558.4375","1.5","19","47.00625"
"4145","Vengeance","8200","2016-09-21 18:17:08","2015-11-24","13.9375","34.234867095947266","","","13.9375","1.2000000476837158","11","0.7125"
"3314","Free Spirit","7200","2016-09-21 13:55:21","2015-01-26","13.9375","37.83632278442383","","","13.9375","","",""
"585","Apache Kid","7200","2016-09-21 22:11:29","2014-10-27","189.53125","20.78009033203125","76.78125","105.78125","6.96875","1.100000023841858","1","2.4"
"4351","Kimura","7450","2016-09-22 00:05:49","2014-08-18","27.875","30.023822784423828","","","27.875","","",""
"1652","Crusader","7200","2016-09-21 20:15:59","2015-03-17","11.59375","12.668463706970215","","","11.59375","","",""
"2287","Mister Sinister","7450c","2016-09-21 15:55:35","2014-12-26","27.875","23.85089683532715","","","27.875","","",""
"1648","Y'Garon","20800","2016-09-21 22:56:44","2016-05-13","446.875","74.42657470703125","","","446.875","1.100000023841858","19","158.4"
"510","Erik Josten","7440c","2016-09-21 16:16:10","2015-11-02","670.3125","68.81002044677734","","","670.3125","1.2999999523162842","45","750.45234375"
"908","Nocturne","V400","2016-09-21 21:43:00","2012-01-25","311.84375","14.5092191696167","119.4375","169.21875","23.1875","2.200000047683716","2","4.8"
"3586","Hitman","8400","2016-09-21 18:07:23","2016-02-02","83.765625","66.09307861328125","","","83.765625","1.399999976158142","15","31.19560546875"
"1970","Erik Josten","7440c","2016-09-21 20:45:02","2015-12-21","167.53125","76.30573272705078","","","167.53125","2.4000000953674316","14","268.8"
"3675","Phoenix","7450c","2016-09-21 22:54:04","2015-06-18","335.0625","68.36994171142578","","","335.0625","","",""
"1963","Micromax","8200","2016-09-21 22:06:11","2016-07-28","27.921875","64.77336120605469","","","27.921875","1.0","3","3.75"
"552","Indech","7200c","2016-09-21 17:41:04","2015-09-28","17.421875","42.9932746887207","","","17.421875","2.0","14","7.209375"
"1079","Clea","7450","2016-09-21 16:36:27","2014-07-29","111.6875","7.288751602172852","","","111.6875","1.2000000476837158","64","49.88671875"
"3935","Fer-de-Lance","7450","2016-09-21 20:36:23","2014-03-12","39.9375","51.78990173339844","","","39.9375","","",""
"1401","Dragonfly","7440c","2016-09-21 20:10:18","2014-12-11","209.40625","45.12199783325195","153.5625","","55.84375","1.0","8","9.6"
"4288","Nightmare","7440c","2016-09-21 17:57:12","2016-03-31","223.375","89.68417358398438","","","223.375","","",""
"1468","Spirit of '76","7400c","2016-09-21 19:23:06","2015-03-27","223.375","17.6710262298584","","","223.375","1.7000000476837158","18","74.39999999999999"
"2445","Mountjoy","8200","2016-09-21 21:05:42","2016-05-26","62.796875","35.56543731689453","34.875","","27.921875","2.4000000953674316","3","12.0"
"1719","Silver Samurai","8440","2016-09-21 16:34:35","2015-11-12","767.484375","90.52403259277344","","683.71875","83.765625","4.900000095367432","36","82.8"
"1080","Alfie O'Meggan","8200","2016-09-21 18:02:46","2016-04-12","223.4375","52.70191955566406","","","223.4375","1.399999976158142","22","195.6"
"2541","Shadow-Hunter","7450","2016-09-21 21:39:39","2015-05-28","223.375","26.414731979370117","","","223.375","1.0","16","47.60859375"
"929","Frank Castle","7440c","2016-09-21 18:55:38","2015-07-25","558.46875","15.773460388183594","","","558.46875","1.2000000476837158","280","1095.5015624999999"
